"Source","Estudiante","Tarea","Tipología textual","Tema","Edad","Sexo","País","L1","Estudios","Edad de inicio en el estudio del español","Número de meses estudiando español","Contactos personales en países de habla española","Contexto a la izquierda","Elemento gramatical 1","Etiqueta 1","Lema 1","Palabra ortográfica 1","Información adicional 1","Contexto a la derecha"
"VOYENG.xlsx","1629","4616","Correo electrónico","Cambio trabajo",42,"Mujer","Australia","Inglés","Universidad",1,0,"No","Me gusta ver las peliculas diferentes , y","voy","VMIP1S","ir",NA,NA,"el cine sola o con algunas personas ."
"VOYENG.xlsx","57","154","Correo electrónico","Cambio trabajo",49,"Mujer","Irlanda","Inglés","Otros",48,13,"No","En los proximos meses ,","voy","VIIP1S","ir",NA,NA,"trabajar con os ."
"VOYENG.xlsx","1333","3774","Correo electrónico","Cambio trabajo",25,"Mujer","China","Inglés","Universidad",24,5,"Otros","Yo","voy","VIIP1S","ir",NA,NA,"a ser tu companero nuevo de trabajo ."
"VOYENG.xlsx","56","152","Nota/aviso","Nota llegar tarde",23,"Hombre","Irlanda","Inglés","Universidad",20,12,"No",NA,"Voy","VIIP1S","ir",NA,NA,"lluegar muy tarde a casa esta noche por que tengo que trabajar tarde en la tienda ."
"VOYENG.xlsx","201","553","Nota/aviso","Nota llegar tarde",32,"Mujer","Francia","Inglés","Primaria",1,1,"No",NA,"Voy","VIIP1S","ir",NA,NA,"a leggar tarde esta noche y por_favor no esparais de ver me ."
"VOYENG.xlsx","210","576","Nota/aviso","Nota llegar tarde",31,"Mujer","Canadá","Inglés","Universidad",28,5,"Amigos&Familiares",NA,"Voy","VMIP1S","ir",NA,NA,"a un fiesta esta noche a la casa de una amiga ."
"VOYENG.xlsx","1616","4583","Nota/aviso","Nota llegar tarde",56,"Hombre","Estados Unidos","Inglés","Universidad",1,4,"No",NA,"Voy","VMIP1S","ir",NA,NA,"a las peliculas esta tarde ."
"VOYENG.xlsx","2741","7618","Nota/aviso","Nota llegar tarde",16,"Hombre","Japón","Inglés","Secundaria",14,16,"Amigos",NA,"Voy","VIIP1S","ir",NA,NA,"a llegar tarde a casa porque necesito estudia para mi examen el lunes ."
"VOYENG.xlsx","59","160","Correo electrónico","Cambio trabajo",50,"Hombre","Irlanda","Inglés","Otros",49,12,"No",NA,"Voy","VMIP1S","ir",NA,NA,"a Mallorca dos o tres veces ano ."
"VOYENG.xlsx","95","257","Nota/aviso","Nota llegar tarde",50,"Mujer","Irlanda","Inglés","Primaria",49,8,"Amigos",NA,"Voy","VIIP1S","ir",NA,NA,"estar a casa tarde , no nececitas esparar le ."
"VOYENG.xlsx","1616","4583","Nota/aviso","Nota llegar tarde",56,"Hombre","Estados Unidos","Inglés","Universidad",1,4,"No",NA,"Voy","VMIP1S","ir",NA,NA,"a la casa son ocho en la noche !"
"VOYENG.xlsx","1616","4582","Correo electrónico","Cambio trabajo",56,"Hombre","Estados Unidos","Inglés","Universidad",1,4,"No",NA,"Voy","VMIP1S","ir",NA,NA,"a el gimnasio cuatro veces por semana ."
"VOYENG.xlsx","53","143","Nota/aviso","Nota llegar tarde",57,"Hombre","Irlanda","Inglés","Otros",54,12,"No","Creo lo que","Voy","VMIP1S","ir",NA,NA,"manaña a tu casa si el tren fija te ."
"VOYENG.xlsx","1622","4601","Nota/aviso","Nota llegar tarde",15,"Hombre","Estados Unidos","Inglés","Primaria",54,5,"Amigos",NA,"Voy","VIIP1S","ir",NA,NA,"a comer con mis amigos cerca de el escuela ."
"VOYENG.xlsx","1333","3775","Nota/aviso","Nota llegar tarde",25,"Mujer","China","Inglés","Universidad",24,5,"Otros",NA,"Voy","VIIP1S","ir",NA,NA,"a llegar a casa un_poco tarde ."
"VOYENG.xlsx","98","265","Correo electrónico","Cambio trabajo",60,"Hombre","Irlanda","Inglés","Primaria",1,3,"Amigos",NA,"Voy","VIIP1S","ir",NA,NA,"a terminar ahora y espero que los vivire la Lunes que viene ,"
"VOYENG.xlsx","61","166","Correo electrónico","Cambio trabajo",15,"Mujer","Irlanda","Inglés","Primaria",1,10,"No",NA,"Voy","VMIP1S","ir",NA,NA,"a el cine algunas veces ."
"VOYENG.xlsx","98","265","Correo electrónico","Cambio trabajo",60,"Hombre","Irlanda","Inglés","Primaria",1,3,"Amigos",NA,"Voy","VMIP1S","ir",NA,NA,"a el pub con mis amigos uno o dos veces cada semana ."
"VOYENG.xlsx","55","150","Correo electrónico","Familia",52,"Mujer","Irlanda","Inglés","Otros",52,5,"Otros",NA,"Voy","VIIP1S","ir",NA,NA,"a ir a Mallorca en el proximo lunes para una semana ."
